# From state ; class name or eot ; to state
START ; CM ; CM
OP_EastAsian CM ; NS_EastAsian|CJ ; CJ
OP_EastAsian CM ; H2 ; H2
OP_EastAsian CM ; H3 ; H3
OP_EastAsian CM ; EX_EastAsian ; CJ
OP_EastAsian CM ; IN_EastAsian ; CJ
OP_EastAsian CM ; PO_EastAsian ; PO_EastAsian
OP_EastAsian CM ; CB ; CB
OP_EastAsian CM ; AP ; AP
OP_EastAsian CM ; GL_EastAsian ; GL_EastAsian
OP_EastAsian CM ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
OP_EastAsian CM ; RI ; RI
OP_EastAsian CM ; EM ; ID_EastAsian
OP_EastAsian CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
OP_EastAsian CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
OP_EastAsian CM ; SA_Mn|SA_Mc ; OP_EastAsian CM
CL_EastAsian CM ; CM ; CL_EastAsian CM
CL_EastAsian CM ; BAmEastAsian ; BAmEastAsian
CL_EastAsian CM ; LF ; LF
CL_EastAsian CM ; BK|NL ; LF
CL_EastAsian CM ; CR ; CR
CL_EastAsian CM ; SP ; CP SP
CL_EastAsian CM ; EXmEastAsian ; EXmEastAsian
CL_EastAsian CM ; QUmPimPf ; QUmPimPf
CL_EastAsian CM ; CP ; CP
CL_EastAsian CM ; IS ; IS
CL_EastAsian CM ; HY ; CM HY
CL_EastAsian CM ; SY ; SY
CL_EastAsian CM ; CLmEastAsian ; CLmEastAsian
CL_EastAsian CM ; GLmEastAsian ; GLmEastAsian
CL_EastAsian CM ; QU_Pi ; JL CM QU_Pi
CL_EastAsian CM ; QU_Pf ; JL CM QU_Pf
CL_EastAsian CM ; HH ; BAmEastAsian
CL_EastAsian CM ; NSmEastAsian ; EXmEastAsian
CL_EastAsian CM ; ZW ; ZW
CL_EastAsian CM ; ZWJ ; CL_EastAsian ZWJ
CL_EastAsian CM ; INmEastAsian ; EXmEastAsian
CL_EastAsian CM ; WJ ; WJ
CL_EastAsian CM ; CL_EastAsian ; CL_EastAsian
CL_EastAsian CM ; BA_EastAsian ; BA_EastAsian
CL_EastAsian CM ; NS_EastAsian|CJ ; CJ
CL_EastAsian CM ; EX_EastAsian ; CJ
CL_EastAsian CM ; IN_EastAsian ; CJ
CL_EastAsian CM ; GL_EastAsian ; GL_EastAsian
CL_EastAsian CM ; SA_Mn|SA_Mc ; CL_EastAsian CM
CL_EastAsian ZWJ ; CM ; CL_EastAsian CM
CL_EastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
CL_EastAsian ZWJ ; LF ; LF
CL_EastAsian ZWJ ; BK|NL ; LF
CL_EastAsian ZWJ ; CR ; CR
CL_EastAsian ZWJ ; SP ; CP SP
CL_EastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
CL_EastAsian ZWJ ; QUmPimPf ; QUmPimPf
CL_EastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
CL_EastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
CL_EastAsian ZWJ ; POmEastAsian ; POmEastAsian
CL_EastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
CL_EastAsian ZWJ ; CP ; CP
CL_EastAsian ZWJ ; IS ; IS
CL_EastAsian ZWJ ; HY ; CM HY
CL_EastAsian ZWJ ; SY ; SY
CL_EastAsian ZWJ ; NU ; NU
CL_EastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
CL_EastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
CL_EastAsian ZWJ ; QU_Pi ; QUmPimPf
CL_EastAsian ZWJ ; BB ; BB
CL_EastAsian ZWJ ; QU_Pf ; JL CM QU_Pf
CL_EastAsian ZWJ ; HH ; BAmEastAsian
CL_EastAsian ZWJ ; HL ; HL
CL_EastAsian ZWJ ; JL ; JL
CL_EastAsian ZWJ ; JV ; JV
CL_EastAsian ZWJ ; JT ; JT
CL_EastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
CL_EastAsian ZWJ ; AK ; AK
CL_EastAsian ZWJ ; VI ; EXmEastAsian
CL_EastAsian ZWJ ; AS ; AK
CL_EastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
CL_EastAsian ZWJ ; VF ; EXmEastAsian
CL_EastAsian ZWJ ; ZW ; ZW
CL_EastAsian ZWJ ; ZWJ ; CL_EastAsian ZWJ
CL_EastAsian ZWJ ; B2 ; B2
CL_EastAsian ZWJ ; INmEastAsian ; EXmEastAsian
CL_EastAsian ZWJ ; WJ ; WJ
CL_EastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
CL_EastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
CL_EastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
CL_EastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
CL_EastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
CL_EastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
CL_EastAsian ZWJ ; EBmEastAsian ; EBmEastAsian
CL_EastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
CL_EastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
CL_EastAsian ZWJ ; NS_EastAsian|CJ ; CJ
CL_EastAsian ZWJ ; H2 ; H2
CL_EastAsian ZWJ ; H3 ; H3
CL_EastAsian ZWJ ; EX_EastAsian ; CJ
CL_EastAsian ZWJ ; IN_EastAsian ; CJ
CL_EastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
CL_EastAsian ZWJ ; CB ; CB
CL_EastAsian ZWJ ; AP ; AP
CL_EastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
CL_EastAsian ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
CL_EastAsian ZWJ ; RI ; RI
CL_EastAsian ZWJ ; EM ; ID_EastAsian
CL_EastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
CL_EastAsian ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
CL_EastAsian ZWJ ; SA_Mn|SA_Mc ; CL_EastAsian CM
AL_EastAsian CM ; CM ; AL_EastAsian CM
AL_EastAsian CM ; BAmEastAsian ; BAmEastAsian
AL_EastAsian CM ; LF ; LF
AL_EastAsian CM ; BK|NL ; LF
AL_EastAsian CM ; CR ; CR
AL_EastAsian CM ; SP ; SP
AL_EastAsian CM ; EXmEastAsian ; EXmEastAsian
AL_EastAsian CM ; QUmPimPf ; QUmPimPf
AL_EastAsian CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
AL_EastAsian CM ; PRmEastAsian ; PRmEastAsian
AL_EastAsian CM ; POmEastAsian ; POmEastAsian
AL_EastAsian CM ; OPmEastAsian ; OPmEastAsian
AL_EastAsian CM ; CP ; CP
AL_EastAsian CM ; IS ; IS
AL_EastAsian CM ; HY ; CM HY
AL_EastAsian CM ; SY ; SY
AL_EastAsian CM ; NU ; NU
AL_EastAsian CM ; CLmEastAsian ; CLmEastAsian
AL_EastAsian CM ; GLmEastAsian ; GLmEastAsian
AL_EastAsian CM ; QU_Pi ; JL CM QU_Pi
AL_EastAsian CM ; QU_Pf ; JL CM QU_Pf
AL_EastAsian CM ; HH ; BAmEastAsian
AL_EastAsian CM ; HL ; HL
AL_EastAsian CM ; NSmEastAsian ; EXmEastAsian
AL_EastAsian CM ; ZW ; ZW
AL_EastAsian CM ; ZWJ ; AL_EastAsian ZWJ
AL_EastAsian CM ; INmEastAsian ; EXmEastAsian
AL_EastAsian CM ; WJ ; WJ
AL_EastAsian CM ; PR_EastAsian ; PR_EastAsian
AL_EastAsian CM ; CL_EastAsian ; CL_EastAsian
AL_EastAsian CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AL_EastAsian CM ; AL_DottedCircle ; AL_DottedCircle
AL_EastAsian CM ; BA_EastAsian ; BA_EastAsian
AL_EastAsian CM ; NS_EastAsian|CJ ; CJ
AL_EastAsian CM ; EX_EastAsian ; CJ
AL_EastAsian CM ; IN_EastAsian ; CJ
AL_EastAsian CM ; PO_EastAsian ; PO_EastAsian
AL_EastAsian CM ; GL_EastAsian ; GL_EastAsian
AL_EastAsian CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AL_EastAsian CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
AL_EastAsian CM ; SA_Mn|SA_Mc ; AL_EastAsian CM
AL_EastAsian ZWJ ; CM ; AL_EastAsian CM
AL_EastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
AL_EastAsian ZWJ ; LF ; LF
AL_EastAsian ZWJ ; BK|NL ; LF
AL_EastAsian ZWJ ; CR ; CR
AL_EastAsian ZWJ ; SP ; SP
AL_EastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
AL_EastAsian ZWJ ; QUmPimPf ; QUmPimPf
AL_EastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
AL_EastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
AL_EastAsian ZWJ ; POmEastAsian ; POmEastAsian
AL_EastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
AL_EastAsian ZWJ ; CP ; CP
AL_EastAsian ZWJ ; IS ; IS
AL_EastAsian ZWJ ; HY ; CM HY
AL_EastAsian ZWJ ; SY ; SY
AL_EastAsian ZWJ ; NU ; NU
AL_EastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
AL_EastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
AL_EastAsian ZWJ ; QU_Pi ; QUmPimPf
AL_EastAsian ZWJ ; BB ; BB
AL_EastAsian ZWJ ; QU_Pf ; JL CM QU_Pf
AL_EastAsian ZWJ ; HH ; BAmEastAsian
AL_EastAsian ZWJ ; HL ; HL
AL_EastAsian ZWJ ; JL ; JL
AL_EastAsian ZWJ ; JV ; JV
AL_EastAsian ZWJ ; JT ; JT
AL_EastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
AL_EastAsian ZWJ ; AK ; AK
AL_EastAsian ZWJ ; VI ; EXmEastAsian
AL_EastAsian ZWJ ; AS ; AK
AL_EastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
AL_EastAsian ZWJ ; VF ; EXmEastAsian
AL_EastAsian ZWJ ; ZW ; ZW
AL_EastAsian ZWJ ; ZWJ ; AL_EastAsian ZWJ
AL_EastAsian ZWJ ; B2 ; B2
AL_EastAsian ZWJ ; INmEastAsian ; EXmEastAsian
AL_EastAsian ZWJ ; WJ ; WJ
AL_EastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
AL_EastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
AL_EastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
AL_EastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
AL_EastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AL_EastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
AL_EastAsian ZWJ ; EBmEastAsian ; EBmEastAsian
AL_EastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
AL_EastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
AL_EastAsian ZWJ ; NS_EastAsian|CJ ; CJ
AL_EastAsian ZWJ ; H2 ; H2
AL_EastAsian ZWJ ; H3 ; H3
AL_EastAsian ZWJ ; EX_EastAsian ; CJ
AL_EastAsian ZWJ ; IN_EastAsian ; CJ
AL_EastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
AL_EastAsian ZWJ ; CB ; CB
AL_EastAsian ZWJ ; AP ; AP
AL_EastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
AL_EastAsian ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
AL_EastAsian ZWJ ; RI ; RI
AL_EastAsian ZWJ ; EM ; ID_EastAsian
AL_EastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AL_EastAsian ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
AL_EastAsian ZWJ ; SA_Mn|SA_Mc ; AL_EastAsian CM
AL_DottedCircle CM ; CM ; AL_DottedCircle CM
AL_DottedCircle CM ; BAmEastAsian ; BAmEastAsian
AL_DottedCircle CM ; LF ; LF
AL_DottedCircle CM ; BK|NL ; LF
AL_DottedCircle CM ; CR ; CR
AL_DottedCircle CM ; SP ; SP
AL_DottedCircle CM ; EXmEastAsian ; EXmEastAsian
AL_DottedCircle CM ; QUmPimPf ; QUmPimPf
AL_DottedCircle CM ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
AL_DottedCircle CM ; PRmEastAsian ; PRmEastAsian
AL_DottedCircle CM ; POmEastAsian ; POmEastAsian
AL_DottedCircle CM ; OPmEastAsian ; OPmEastAsian
AL_DottedCircle CM ; CP ; CP
AL_DottedCircle CM ; IS ; IS
AL_DottedCircle CM ; HY ; CM HY
AL_DottedCircle CM ; SY ; SY
AL_DottedCircle CM ; NU ; NU
AL_DottedCircle CM ; CLmEastAsian ; CLmEastAsian
AL_DottedCircle CM ; GLmEastAsian ; GLmEastAsian
AL_DottedCircle CM ; QU_Pi ; QUmPimPf
AL_DottedCircle CM ; QU_Pf ; BAmEastAsian CM QU_Pf
AL_DottedCircle CM ; HH ; BAmEastAsian
AL_DottedCircle CM ; HL ; HL
AL_DottedCircle CM ; NSmEastAsian ; EXmEastAsian
AL_DottedCircle CM ; AK ; AK AK
AL_DottedCircle CM ; VI ; AK VI
AL_DottedCircle CM ; AS ; AK AK
AL_DottedCircle CM ; VF ; EXmEastAsian
AL_DottedCircle CM ; ZW ; ZW
AL_DottedCircle CM ; ZWJ ; AL_DottedCircle ZWJ
AL_DottedCircle CM ; INmEastAsian ; EXmEastAsian
AL_DottedCircle CM ; WJ ; WJ
AL_DottedCircle CM ; PR_EastAsian ; PR_EastAsian
AL_DottedCircle CM ; CL_EastAsian ; CL_EastAsian
AL_DottedCircle CM ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AL_DottedCircle CM ; AL_DottedCircle ; AL_DottedCircle
AL_DottedCircle CM ; BA_EastAsian ; BA_EastAsian
AL_DottedCircle CM ; NS_EastAsian|CJ ; CJ
AL_DottedCircle CM ; EX_EastAsian ; CJ
AL_DottedCircle CM ; IN_EastAsian ; CJ
AL_DottedCircle CM ; PO_EastAsian ; PO_EastAsian
AL_DottedCircle CM ; GL_EastAsian ; GL_EastAsian
AL_DottedCircle CM ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AL_DottedCircle CM ; SAmMnmMc ; ALmEastAsianmDottedCircle
AL_DottedCircle CM ; SA_Mn|SA_Mc ; AL_DottedCircle CM
AL_DottedCircle ZWJ ; CM ; AL_DottedCircle CM
AL_DottedCircle ZWJ ; BAmEastAsian ; BAmEastAsian
AL_DottedCircle ZWJ ; LF ; LF
AL_DottedCircle ZWJ ; BK|NL ; LF
AL_DottedCircle ZWJ ; CR ; CR
AL_DottedCircle ZWJ ; SP ; SP
AL_DottedCircle ZWJ ; EXmEastAsian ; EXmEastAsian
AL_DottedCircle ZWJ ; QUmPimPf ; QUmPimPf
AL_DottedCircle ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
AL_DottedCircle ZWJ ; PRmEastAsian ; PRmEastAsian
AL_DottedCircle ZWJ ; POmEastAsian ; POmEastAsian
AL_DottedCircle ZWJ ; OPmEastAsian ; OPmEastAsian
AL_DottedCircle ZWJ ; CP ; CP
AL_DottedCircle ZWJ ; IS ; IS
AL_DottedCircle ZWJ ; HY ; CM HY
AL_DottedCircle ZWJ ; SY ; SY
AL_DottedCircle ZWJ ; NU ; NU
AL_DottedCircle ZWJ ; CLmEastAsian ; CLmEastAsian
AL_DottedCircle ZWJ ; GLmEastAsian ; GLmEastAsian
AL_DottedCircle ZWJ ; QU_Pi ; QUmPimPf
AL_DottedCircle ZWJ ; BB ; BB
AL_DottedCircle ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
AL_DottedCircle ZWJ ; HH ; BAmEastAsian
AL_DottedCircle ZWJ ; HL ; HL
AL_DottedCircle ZWJ ; JL ; JL
AL_DottedCircle ZWJ ; JV ; JV
AL_DottedCircle ZWJ ; JT ; JT
AL_DottedCircle ZWJ ; NSmEastAsian ; EXmEastAsian
AL_DottedCircle ZWJ ; AK ; AK
AL_DottedCircle ZWJ ; VI ; AK VI
AL_DottedCircle ZWJ ; AS ; AK
AL_DottedCircle ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
AL_DottedCircle ZWJ ; VF ; EXmEastAsian
AL_DottedCircle ZWJ ; ZW ; ZW
AL_DottedCircle ZWJ ; ZWJ ; AL_DottedCircle ZWJ
AL_DottedCircle ZWJ ; B2 ; B2
AL_DottedCircle ZWJ ; INmEastAsian ; EXmEastAsian
AL_DottedCircle ZWJ ; WJ ; WJ
AL_DottedCircle ZWJ ; PR_EastAsian ; PR_EastAsian
AL_DottedCircle ZWJ ; ID_EastAsian ; ID_EastAsian
AL_DottedCircle ZWJ ; OP_EastAsian ; OP_EastAsian
AL_DottedCircle ZWJ ; CL_EastAsian ; CL_EastAsian
AL_DottedCircle ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
AL_DottedCircle ZWJ ; AL_DottedCircle ; AL_DottedCircle
AL_DottedCircle ZWJ ; EBmEastAsian ; EBmEastAsian
AL_DottedCircle ZWJ ; EB_EastAsian ; EB_EastAsian
AL_DottedCircle ZWJ ; BA_EastAsian ; BA_EastAsian
AL_DottedCircle ZWJ ; NS_EastAsian|CJ ; CJ
AL_DottedCircle ZWJ ; H2 ; H2
AL_DottedCircle ZWJ ; H3 ; H3
AL_DottedCircle ZWJ ; EX_EastAsian ; CJ
AL_DottedCircle ZWJ ; IN_EastAsian ; CJ
AL_DottedCircle ZWJ ; PO_EastAsian ; PO_EastAsian
AL_DottedCircle ZWJ ; CB ; CB
AL_DottedCircle ZWJ ; AP ; AP
AL_DottedCircle ZWJ ; GL_EastAsian ; GL_EastAsian
AL_DottedCircle ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
AL_DottedCircle ZWJ ; RI ; RI
AL_DottedCircle ZWJ ; EM ; ID_EastAsian
AL_DottedCircle ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
AL_DottedCircle ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
AL_DottedCircle ZWJ ; SA_Mn|SA_Mc ; AL_DottedCircle CM
EBmEastAsian CM ; CM ; EBmEastAsian CM
EBmEastAsian CM ; BAmEastAsian ; BAmEastAsian
EBmEastAsian CM ; LF ; LF
EBmEastAsian CM ; BK|NL ; LF
EBmEastAsian CM ; CR ; CR
EBmEastAsian CM ; SP ; SP
EBmEastAsian CM ; EXmEastAsian ; EXmEastAsian
EBmEastAsian CM ; QUmPimPf ; QUmPimPf
EBmEastAsian CM ; POmEastAsian ; POmEastAsian
EBmEastAsian CM ; CP ; CP
EBmEastAsian CM ; IS ; IS
EBmEastAsian CM ; HY ; CM HY
EBmEastAsian CM ; SY ; SY
EBmEastAsian CM ; CLmEastAsian ; CLmEastAsian
EBmEastAsian CM ; GLmEastAsian ; GLmEastAsian
EBmEastAsian CM ; QU_Pi ; QUmPimPf
EBmEastAsian CM ; QU_Pf ; BAmEastAsian CM QU_Pf
EBmEastAsian CM ; HH ; BAmEastAsian
EBmEastAsian CM ; NSmEastAsian ; EXmEastAsian
EBmEastAsian CM ; ZW ; ZW
EBmEastAsian CM ; ZWJ ; EBmEastAsian ZWJ
EBmEastAsian CM ; INmEastAsian ; EXmEastAsian
EBmEastAsian CM ; WJ ; WJ
EBmEastAsian CM ; CL_EastAsian ; CL_EastAsian
EBmEastAsian CM ; BA_EastAsian ; BA_EastAsian
EBmEastAsian CM ; NS_EastAsian|CJ ; CJ
EBmEastAsian CM ; EX_EastAsian ; CJ
EBmEastAsian CM ; IN_EastAsian ; CJ
EBmEastAsian CM ; PO_EastAsian ; PO_EastAsian
EBmEastAsian CM ; GL_EastAsian ; GL_EastAsian
EBmEastAsian CM ; EM ; ID_EastAsian
EBmEastAsian CM ; SA_Mn|SA_Mc ; EBmEastAsian CM
EBmEastAsian ZWJ ; CM ; EBmEastAsian CM
EBmEastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
EBmEastAsian ZWJ ; LF ; LF
EBmEastAsian ZWJ ; BK|NL ; LF
EBmEastAsian ZWJ ; CR ; CR
EBmEastAsian ZWJ ; SP ; SP
EBmEastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
EBmEastAsian ZWJ ; QUmPimPf ; QUmPimPf
EBmEastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
EBmEastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
EBmEastAsian ZWJ ; POmEastAsian ; POmEastAsian
EBmEastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
EBmEastAsian ZWJ ; CP ; CP
EBmEastAsian ZWJ ; IS ; IS
EBmEastAsian ZWJ ; HY ; CM HY
EBmEastAsian ZWJ ; SY ; SY
EBmEastAsian ZWJ ; NU ; NU
EBmEastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
EBmEastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
EBmEastAsian ZWJ ; QU_Pi ; QUmPimPf
EBmEastAsian ZWJ ; BB ; BB
EBmEastAsian ZWJ ; QU_Pf ; BAmEastAsian CM QU_Pf
EBmEastAsian ZWJ ; HH ; BAmEastAsian
EBmEastAsian ZWJ ; HL ; HL
EBmEastAsian ZWJ ; JL ; JL
EBmEastAsian ZWJ ; JV ; JV
EBmEastAsian ZWJ ; JT ; JT
EBmEastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
EBmEastAsian ZWJ ; AK ; AK
EBmEastAsian ZWJ ; VI ; EXmEastAsian
EBmEastAsian ZWJ ; AS ; AK
EBmEastAsian ZWJ ; IDmEastAsianmExtPictUnassigned ; IDmEastAsianmExtPictUnassigned
EBmEastAsian ZWJ ; VF ; EXmEastAsian
EBmEastAsian ZWJ ; ZW ; ZW
EBmEastAsian ZWJ ; ZWJ ; EBmEastAsian ZWJ
EBmEastAsian ZWJ ; B2 ; B2
EBmEastAsian ZWJ ; INmEastAsian ; EXmEastAsian
EBmEastAsian ZWJ ; WJ ; WJ
EBmEastAsian ZWJ ; PR_EastAsian ; PR_EastAsian
EBmEastAsian ZWJ ; ID_EastAsian ; ID_EastAsian
EBmEastAsian ZWJ ; OP_EastAsian ; OP_EastAsian
EBmEastAsian ZWJ ; CL_EastAsian ; CL_EastAsian
EBmEastAsian ZWJ ; AI_EastAsian|AL_EastAsian ; AL_EastAsian
EBmEastAsian ZWJ ; AL_DottedCircle ; AL_DottedCircle
EBmEastAsian ZWJ ; EBmEastAsian ; EBmEastAsian
EBmEastAsian ZWJ ; EB_EastAsian ; EB_EastAsian
EBmEastAsian ZWJ ; BA_EastAsian ; BA_EastAsian
EBmEastAsian ZWJ ; NS_EastAsian|CJ ; CJ
EBmEastAsian ZWJ ; H2 ; H2
EBmEastAsian ZWJ ; H3 ; H3
EBmEastAsian ZWJ ; EX_EastAsian ; CJ
EBmEastAsian ZWJ ; IN_EastAsian ; CJ
EBmEastAsian ZWJ ; PO_EastAsian ; PO_EastAsian
EBmEastAsian ZWJ ; CB ; CB
EBmEastAsian ZWJ ; AP ; AP
EBmEastAsian ZWJ ; GL_EastAsian ; GL_EastAsian
EBmEastAsian ZWJ ; ID_ExtPictUnassigned ; ID_ExtPictUnassigned
EBmEastAsian ZWJ ; RI ; RI
EBmEastAsian ZWJ ; EM ; ID_EastAsian
EBmEastAsian ZWJ ; XX_ExtPictUnassigned ; XX_ExtPictUnassigned
EBmEastAsian ZWJ ; SAmMnmMc ; ALmEastAsianmDottedCircle
EBmEastAsian ZWJ ; SA_Mn|SA_Mc ; EBmEastAsian CM
EB_EastAsian CM ; CM ; EB_EastAsian CM
EB_EastAsian CM ; BAmEastAsian ; BAmEastAsian
EB_EastAsian CM ; LF ; LF
EB_EastAsian CM ; BK|NL ; LF
EB_EastAsian CM ; CR ; CR
EB_EastAsian CM ; SP ; SP
EB_EastAsian CM ; EXmEastAsian ; EXmEastAsian
EB_EastAsian CM ; QUmPimPf ; QUmPimPf
EB_EastAsian CM ; POmEastAsian ; POmEastAsian
EB_EastAsian CM ; CP ; CP
EB_EastAsian CM ; IS ; IS
EB_EastAsian CM ; HY ; CM HY
EB_EastAsian CM ; SY ; SY
EB_EastAsian CM ; CLmEastAsian ; CLmEastAsian
EB_EastAsian CM ; GLmEastAsian ; GLmEastAsian
EB_EastAsian CM ; QU_Pi ; JL CM QU_Pi
EB_EastAsian CM ; QU_Pf ; JL CM QU_Pf
EB_EastAsian CM ; HH ; BAmEastAsian
EB_EastAsian CM ; NSmEastAsian ; EXmEastAsian
EB_EastAsian CM ; ZW ; ZW
EB_EastAsian CM ; ZWJ ; EB_EastAsian ZWJ
EB_EastAsian CM ; INmEastAsian ; EXmEastAsian
EB_EastAsian CM ; WJ ; WJ
EB_EastAsian CM ; CL_EastAsian ; CL_EastAsian
EB_EastAsian CM ; BA_EastAsian ; BA_EastAsian
EB_EastAsian CM ; NS_EastAsian|CJ ; CJ
EB_EastAsian CM ; EX_EastAsian ; CJ
EB_EastAsian CM ; IN_EastAsian ; CJ
EB_EastAsian CM ; PO_EastAsian ; PO_EastAsian
EB_EastAsian CM ; GL_EastAsian ; GL_EastAsian
EB_EastAsian CM ; EM ; ID_EastAsian
EB_EastAsian CM ; SA_Mn|SA_Mc ; EB_EastAsian CM
EB_EastAsian ZWJ ; CM ; EB_EastAsian CM
EB_EastAsian ZWJ ; BAmEastAsian ; BAmEastAsian
EB_EastAsian ZWJ ; LF ; LF
EB_EastAsian ZWJ ; BK|NL ; LF
EB_EastAsian ZWJ ; CR ; CR
EB_EastAsian ZWJ ; SP ; SP
EB_EastAsian ZWJ ; EXmEastAsian ; EXmEastAsian
EB_EastAsian ZWJ ; QUmPimPf ; QUmPimPf
EB_EastAsian ZWJ ; AImEastAsian|ALmEastAsianmDottedCircle|SG|XXmExtPictUnassigned ; ALmEastAsianmDottedCircle
EB_EastAsian ZWJ ; PRmEastAsian ; PRmEastAsian
EB_EastAsian ZWJ ; POmEastAsian ; POmEastAsian
EB_EastAsian ZWJ ; OPmEastAsian ; OPmEastAsian
EB_EastAsian ZWJ ; CP ; CP
EB_EastAsian ZWJ ; IS ; IS
EB_EastAsian ZWJ ; HY ; CM HY
EB_EastAsian ZWJ ; SY ; SY
EB_EastAsian ZWJ ; NU ; NU
EB_EastAsian ZWJ ; CLmEastAsian ; CLmEastAsian
EB_EastAsian ZWJ ; GLmEastAsian ; GLmEastAsian
EB_EastAsian ZWJ ; QU_Pi ; QUmPimPf
EB_EastAsian ZWJ ; BB ; BB
EB_EastAsian ZWJ ; QU_Pf ; JL CM QU_Pf
EB_EastAsian ZWJ ; HH ; BAmEastAsian
EB_EastAsian ZWJ ; HL ; HL
EB_EastAsian ZWJ ; JL ; JL
EB_EastAsian ZWJ ; JV ; JV
EB_EastAsian ZWJ ; JT ; JT
EB_EastAsian ZWJ ; NSmEastAsian ; EXmEastAsian
EB_EastAsian ZWJ ; AK ; AK
EB_EastAsian ZWJ ; VI ; EXmEastAsian
EB_EastAsian ZWJ ; AS ; AK
